teachingHoursId,Course Instance,Teacher Id,Assigned Hours,Reported Hours
2995,I-1202,19790708-0041,120.0,134.0
2996,I-1203,19680712-0028,240.0,221.0
2997,I-1203,19780815-0047,120.0,124.0
2998,I-1204,19590129-0004,260.0,271.0
2999,I-1204,19770224-0058,100.0,91.0
3000,I-1205,19600814-0002,240.0,221.0
3001,I-1205,19760108-0050,140.0,121.0
3002,I-1206,19561222-0030,260.0,260.0
3003,I-1206,19781130-0054,140.0,123.0
3004,I-1206,19920316-0107,100.0,91.0
3005,I-1207,19660630-0020,260.0,275.0
3006,I-1207,19781217-0053,100.0,107.0
3007,I-1207,19920504-0093,140.0,132.0
3008,I-1208,19560812-0016,280.0,284.0
3009,I-1208,19781125-0031,140.0,147.0
3010,I-1209,19610623-0005,260.0,245.0
3011,I-1209,19790618-0048,100.0,91.0
3012,I-1210,19611219-0014,280.0,296.0
3013,I-1210,19761024-0034,100.0,93.0
3014,I-1210,19920504-0093,100.0,96.0
3015,I-1211,19580218-0007,260.0,274.0
3016,I-1211,19750512-0043,100.0,87.0
3017,I-1211,19930906-0110,120.0,132.0
3018,I-1212,19570826-0012,240.0,257.0
3019,I-1212,19750906-0032,140.0,157.0
3020,I-1212,19900119-0104,120.0,106.0
3021,I-1213,19570615-0011,280.0,264.0
3022,I-1213,19770713-0042,100.0,85.0
3023,I-1214,19680712-0028,280.0,271.0
3024,I-1214,19790702-0038,140.0,126.0
3025,I-1214,19931212-0079,100.0,119.0
3026,I-1215,19570826-0012,240.0,225.0
3027,I-1215,19750331-0036,140.0,126.0
3028,I-1215,19900902-0090,140.0,141.0
3029,I-1216,19640220-0029,280.0,284.0
3030,I-1216,19750102-0059,120.0,112.0
3031,I-1217,19630126-0001,240.0,237.0
3032,I-1217,19771013-0040,120.0,121.0
3033,I-1218,19690513-0015,260.0,259.0
3034,I-1218,19761024-0034,140.0,121.0
3035,I-1219,19640414-0013,280.0,286.0
3036,I-1219,19750512-0043,140.0,132.0
3037,I-1220,19600529-0021,240.0,259.0
3038,I-1220,19761009-0055,140.0,149.0
3039,I-1220,19900701-0138,100.0,80.0
3040,I-1221,19630126-0001,260.0,250.0
3041,I-1221,19750705-0033,100.0,85.0
3042,I-1222,19640220-0029,280.0,263.0
3043,I-1222,19780815-0047,120.0,113.0
3044,I-1222,19920826-0088,100.0,95.0
3045,I-1223,19640414-0013,280.0,270.0
3046,I-1223,19760108-0050,120.0,118.0
3047,I-1223,19930829-0082,120.0,125.0
3048,I-1224,19580515-0017,260.0,262.0
3049,I-1224,19760524-0046,120.0,135.0
3050,I-1225,19680712-0028,260.0,267.0
3051,I-1225,19780424-0057,100.0,102.0
3052,I-1226,19690917-0022,240.0,255.0
3053,I-1226,19761024-0034,120.0,122.0
3054,I-1227,19680712-0028,280.0,284.0
3055,I-1227,19781217-0053,120.0,110.0
3056,I-1227,19910327-0096,120.0,102.0
3057,I-1228,19560705-0025,280.0,275.0
3058,I-1228,19761020-0044,140.0,152.0
3059,I-1229,19660630-0020,260.0,278.0
3060,I-1229,19790717-0045,140.0,132.0
3061,I-1230,19600905-0003,240.0,254.0
3062,I-1230,19780317-0052,120.0,100.0
3063,I-1230,19900119-0104,140.0,126.0
3064,I-1231,19620522-0023,240.0,224.0
3065,I-1231,19750906-0032,120.0,124.0
3066,I-1232,19620522-0023,280.0,288.0
3067,I-1232,19750331-0036,100.0,90.0
3068,I-1233,19561222-0030,280.0,262.0
3069,I-1233,19760524-0046,140.0,129.0
3070,I-1233,19920316-0107,140.0,143.0
3071,I-1234,19610620-0006,280.0,274.0
3072,I-1234,19781217-0053,120.0,111.0
3073,I-1234,19920917-0109,100.0,93.0
3074,I-1235,19630126-0001,280.0,286.0
3075,I-1235,19790708-0041,140.0,152.0
3076,I-1235,19930326-0132,140.0,129.0
3077,I-1236,19580515-0017,280.0,298.0
3078,I-1236,19790708-0041,120.0,107.0
3079,I-1236,19910822-0122,120.0,140.0
3080,I-1237,19570826-0012,280.0,260.0
3081,I-1237,19770713-0042,120.0,118.0
3082,I-1237,19930709-0100,120.0,119.0
3083,I-1238,19580515-0017,280.0,280.0
3084,I-1238,19770713-0042,140.0,156.0
3085,I-1238,19900307-0105,100.0,104.0
3086,I-1239,19590129-0004,240.0,221.0
3087,I-1239,19781125-0031,120.0,139.0
3088,I-1239,19900818-0116,140.0,156.0
3089,I-1240,19600529-0021,280.0,287.0
3090,I-1240,19770224-0058,120.0,129.0
3091,I-1241,19610918-0027,280.0,277.0
3092,I-1241,19781217-0053,100.0,107.0
3093,I-1242,19690408-0009,260.0,280.0
3094,I-1242,19750331-0036,140.0,127.0
3095,I-1243,19600814-0002,280.0,266.0
3096,I-1243,19750705-0033,100.0,106.0
3097,I-1243,19930414-0106,100.0,108.0
3098,I-1244,19590129-0004,280.0,275.0
3099,I-1244,19780602-0035,100.0,117.0
3100,I-1244,19900616-0124,100.0,93.0
3101,I-1245,19611219-0014,240.0,220.0
3102,I-1245,19760524-0046,120.0,114.0
3103,I-1246,19630126-0001,260.0,261.0
3104,I-1246,19761024-0034,120.0,116.0
3105,I-1246,19930221-0139,100.0,81.0
3106,I-1247,19620424-0026,240.0,244.0
3107,I-1247,19790708-0041,100.0,95.0
3108,I-1248,19600905-0003,260.0,277.0
3109,I-1248,19781125-0031,120.0,112.0
3110,I-1249,19561222-0030,280.0,272.0
3111,I-1249,19780424-0057,120.0,139.0
3112,I-1249,19900701-0113,120.0,132.0
3113,I-1250,19560812-0016,280.0,287.0
3114,I-1250,19780317-0052,100.0,85.0
3115,I-1250,19911116-0069,120.0,129.0
3116,I-1251,19610623-0005,260.0,279.0
3117,I-1251,19750722-0060,120.0,139.0
3118,I-1251,19900307-0105,140.0,130.0
3119,I-1252,19690513-0015,240.0,255.0
3120,I-1252,19790708-0041,100.0,97.0
3121,I-1252,19900307-0105,140.0,128.0
3122,I-1253,19620424-0026,260.0,253.0
3123,I-1253,19790717-0045,120.0,115.0
3124,I-1254,19601021-0018,240.0,245.0
3125,I-1254,19750102-0059,140.0,131.0
3126,I-1254,19920828-0070,120.0,129.0
3127,I-1255,19640414-0013,240.0,247.0
3128,I-1255,19751018-0039,100.0,83.0
3129,I-1255,19910822-0122,100.0,102.0
3130,I-1256,19570615-0011,240.0,241.0
3131,I-1256,19790618-0048,100.0,110.0
3132,I-1257,19660630-0020,260.0,278.0
3133,I-1257,19750331-0036,100.0,96.0
3134,I-1258,19600905-0003,260.0,240.0
3135,I-1258,19781217-0053,140.0,158.0
3136,I-1259,19620424-0026,260.0,278.0
3137,I-1259,19751018-0039,120.0,101.0
3138,I-1259,19910820-0078,140.0,127.0
3139,I-1260,19560612-0010,260.0,259.0
3140,I-1260,19750417-0051,100.0,107.0
3141,I-1260,19930512-0117,120.0,122.0
3142,I-1261,19601021-0018,260.0,259.0
3143,I-1261,19780602-0035,100.0,86.0
3144,I-1262,19630126-0001,260.0,261.0
3145,I-1262,19790708-0041,100.0,109.0
3146,I-1263,19640220-0029,280.0,279.0
3147,I-1263,19761009-0055,100.0,93.0
3148,I-1263,19931118-0062,120.0,128.0
3149,I-1264,19680712-0028,280.0,278.0
3150,I-1264,19780602-0035,100.0,93.0
3151,I-1264,19930228-0086,120.0,117.0
3152,I-1265,19600905-0003,240.0,252.0
3153,I-1265,19750122-0056,100.0,116.0
3154,I-1265,19910921-0136,100.0,87.0
3155,I-1266,19620424-0026,240.0,248.0
3156,I-1266,19781217-0053,120.0,140.0
3157,I-1267,19560612-0010,280.0,295.0
3158,I-1267,19750331-0036,100.0,117.0
3159,I-1268,19620522-0023,280.0,274.0
3160,I-1268,19750705-0033,100.0,83.0
3161,I-1269,19560812-0016,260.0,254.0
3162,I-1269,19761024-0034,140.0,134.0
3163,I-1270,19570615-0011,240.0,253.0
3164,I-1270,19780602-0035,100.0,118.0
3165,I-1270,19910514-0068,100.0,113.0
3166,I-1271,19570828-0008,240.0,243.0
3167,I-1271,19750722-0060,120.0,103.0
3168,I-1271,19910404-0102,120.0,120.0
3169,I-1272,19560705-0025,260.0,265.0
3170,I-1272,19750512-0043,140.0,128.0
3171,I-1273,19660630-0020,280.0,295.0
3172,I-1273,19761024-0034,100.0,114.0
3173,I-1274,19601021-0018,260.0,252.0
3174,I-1274,19780317-0052,100.0,101.0
3175,I-1275,19600529-0021,240.0,258.0
3176,I-1275,19751018-0039,120.0,118.0
3177,I-1275,19921201-0094,120.0,138.0
3178,I-1276,19640414-0013,260.0,258.0
3179,I-1276,19750102-0059,100.0,111.0
3180,I-1276,19931212-0079,140.0,147.0
3181,I-1277,19560705-0025,280.0,288.0
3182,I-1277,19751018-0039,120.0,103.0
3183,I-1278,19560612-0010,260.0,246.0
3184,I-1278,19780317-0052,140.0,157.0
3185,I-1279,19560812-0016,260.0,270.0
3186,I-1279,19761024-0034,140.0,136.0
3187,I-1279,19921208-0097,120.0,115.0
3188,I-1280,19610620-0006,240.0,243.0
3189,I-1280,19790708-0041,140.0,136.0
3190,I-1281,19620424-0026,280.0,281.0
3191,I-1281,19760108-0050,120.0,135.0
3192,I-1282,19560812-0016,280.0,263.0
3193,I-1282,19770713-0042,100.0,108.0
3194,I-1282,19920505-0115,100.0,104.0
3195,I-1283,19570828-0008,260.0,260.0
3196,I-1283,19750705-0033,140.0,129.0
3197,I-1284,19600905-0003,240.0,250.0
3198,I-1284,19750122-0056,140.0,131.0
3199,I-1285,19610918-0027,280.0,273.0
3200,I-1285,19750722-0060,100.0,99.0
3201,I-1285,19900701-0113,120.0,139.0
3202,I-1286,19580515-0017,260.0,264.0
3203,I-1286,19751018-0039,100.0,119.0
3204,I-1287,19620831-0024,240.0,226.0
3205,I-1287,19761020-0044,120.0,134.0
3206,I-1288,19560705-0025,280.0,279.0
3207,I-1288,19761024-0034,140.0,142.0
3208,I-1289,19560812-0016,260.0,260.0
3209,I-1289,19750512-0043,100.0,90.0
3210,I-1290,19570828-0008,280.0,261.0
3211,I-1290,19751018-0039,140.0,138.0
3212,I-1290,19920602-0073,140.0,132.0
3213,I-1291,19590129-0004,280.0,265.0
3214,I-1291,19790702-0038,120.0,131.0
3215,I-1292,19611219-0014,280.0,277.0
3216,I-1292,19781125-0031,100.0,111.0
3217,I-1292,19910817-0092,100.0,87.0
3218,I-1293,19690513-0015,240.0,259.0
3219,I-1293,19761009-0055,120.0,105.0
3220,I-1294,19620831-0024,280.0,263.0
3221,I-1294,19750102-0059,100.0,107.0
3222,I-1294,19900201-0074,140.0,148.0
3223,I-1295,19610620-0006,260.0,246.0
3224,I-1295,19790717-0045,120.0,114.0
3225,I-1296,19630126-0001,260.0,247.0
3226,I-1296,19761009-0055,140.0,140.0
3227,I-1296,19900818-0116,120.0,103.0
3228,I-1297,19560812-0016,240.0,238.0
3229,I-1297,19771013-0040,140.0,140.0
3230,I-1298,19610620-0006,280.0,278.0
3231,I-1298,19760108-0050,140.0,145.0
3232,I-1298,19910403-0131,140.0,149.0
3233,I-1299,19600814-0002,280.0,274.0
3234,I-1299,19770713-0042,120.0,137.0
3235,I-1299,19920826-0088,100.0,116.0
3236,I-1300,19610918-0027,240.0,242.0
3237,I-1300,19780317-0052,120.0,127.0
3238,I-1301,19610620-0006,260.0,249.0
3239,I-1301,19780317-0052,120.0,121.0
3240,I-1301,19901011-0119,140.0,145.0
3241,I-1302,19570615-0011,260.0,246.0
3242,I-1302,19780317-0052,140.0,152.0
3243,I-1302,19900201-0074,120.0,127.0
3244,I-1303,19640220-0029,280.0,289.0
3245,I-1303,19750102-0059,140.0,152.0
3246,I-1304,19650303-0019,280.0,271.0
3247,I-1304,19751018-0039,140.0,146.0
3248,I-1305,19690917-0022,240.0,236.0
3249,I-1305,19761020-0044,140.0,130.0
3250,I-1305,19920828-0070,140.0,154.0
3251,I-1306,19560812-0016,240.0,241.0
3252,I-1306,19780602-0035,140.0,137.0
3253,I-1306,19921123-0108,140.0,145.0
3254,I-1307,19690408-0009,240.0,255.0
3255,I-1307,19750705-0033,140.0,150.0
3256,I-1307,19930616-0127,140.0,122.0
3257,I-1308,19690408-0009,260.0,277.0
3258,I-1308,19771013-0040,100.0,113.0
3259,I-1308,19910122-0077,140.0,139.0
3260,I-1309,19640414-0013,260.0,265.0
3261,I-1309,19750220-0037,120.0,140.0
3262,I-1309,19931226-0118,120.0,133.0
3263,I-1310,19610623-0005,280.0,266.0
3264,I-1310,19750122-0056,140.0,137.0
3265,I-1310,19910927-0128,120.0,108.0
3266,I-1311,19630126-0001,260.0,272.0
3267,I-1311,19790717-0045,100.0,109.0
3268,I-1311,19930919-0137,140.0,140.0
3269,I-1312,19600529-0021,260.0,271.0
3270,I-1312,19790618-0048,140.0,160.0
3271,I-1312,19931118-0062,120.0,120.0
3272,I-1313,19610620-0006,240.0,229.0
3273,I-1313,19790618-0048,120.0,108.0
3274,I-1313,19900201-0074,100.0,91.0
3275,I-1314,19640220-0029,280.0,291.0
3276,I-1314,19780602-0035,140.0,152.0
3277,I-1314,19910101-0133,100.0,92.0
3278,I-1315,19690917-0022,260.0,251.0
3279,I-1315,19780602-0035,120.0,136.0
3280,I-1316,19560612-0010,240.0,250.0
3281,I-1316,19750220-0037,120.0,117.0
3282,I-1316,19901108-0087,140.0,129.0
3283,I-1317,19560705-0025,240.0,233.0
3284,I-1317,19760108-0050,140.0,121.0
3285,I-1317,19920217-0098,100.0,92.0
3286,I-1318,19610623-0005,260.0,266.0
3287,I-1318,19790708-0041,100.0,113.0
3288,I-1318,19900124-0064,100.0,89.0
3289,I-1319,19611219-0014,280.0,292.0
3290,I-1319,19770224-0058,100.0,87.0
3291,I-1320,19610918-0027,260.0,242.0
3292,I-1320,19771013-0040,100.0,93.0
3293,I-1320,19900616-0124,120.0,129.0
3294,I-1321,19570615-0011,280.0,291.0
3295,I-1321,19761009-0055,120.0,109.0
3296,I-1322,19601021-0018,260.0,257.0
3297,I-1322,19771013-0040,120.0,139.0
3298,I-1322,19930616-0127,120.0,126.0
3299,I-1323,19620522-0023,280.0,291.0
3300,I-1323,19750122-0056,120.0,110.0
3301,I-1324,19620831-0024,240.0,229.0
3302,I-1324,19750122-0056,120.0,124.0
3303,I-1325,19630126-0001,280.0,261.0
3304,I-1325,19770224-0058,100.0,98.0
3305,I-1326,19601021-0018,260.0,254.0
3306,I-1326,19750220-0037,140.0,143.0
3307,I-1326,19910921-0136,120.0,106.0
3308,I-1327,19600814-0002,240.0,227.0
3309,I-1327,19771013-0040,120.0,124.0
3310,I-1327,19930616-0127,140.0,152.0
3311,I-1328,19610918-0027,260.0,257.0
3312,I-1328,19790426-0049,140.0,142.0
3313,I-1328,19930709-0100,120.0,125.0
3314,I-1329,19620522-0023,260.0,268.0
3315,I-1329,19771013-0040,100.0,108.0
3316,I-1330,19640220-0029,240.0,221.0
3317,I-1330,19750722-0060,100.0,102.0
3318,I-1330,19930414-0106,120.0,114.0
3319,I-1331,19560812-0016,280.0,265.0
3320,I-1331,19770713-0042,120.0,104.0
3321,I-1332,19620522-0023,260.0,280.0
3322,I-1332,19781217-0053,120.0,126.0
3323,I-1332,19910927-0128,140.0,139.0
3324,I-1333,19610620-0006,240.0,232.0
3325,I-1333,19750220-0037,120.0,137.0
3326,I-1334,19640414-0013,240.0,235.0
3327,I-1334,19780602-0035,100.0,107.0
3328,I-1335,19690408-0009,240.0,252.0
3329,I-1335,19750102-0059,100.0,104.0
3330,I-1335,19901219-0125,120.0,128.0
3331,I-1336,19690917-0022,240.0,228.0
3332,I-1336,19761009-0055,140.0,154.0
3333,I-1336,19931226-0118,120.0,114.0
3334,I-1337,19561222-0030,260.0,255.0
3335,I-1337,19770713-0042,100.0,88.0
3336,I-1337,19910206-0081,120.0,108.0
3337,I-1338,19690513-0015,240.0,224.0
3338,I-1338,19781125-0031,140.0,159.0
3339,I-1338,19900321-0080,140.0,133.0
3340,I-1339,19570828-0008,280.0,278.0
3341,I-1339,19781125-0031,140.0,135.0
3342,I-1339,19901002-0085,100.0,100.0
3343,I-1340,19630126-0001,260.0,242.0
3344,I-1340,19771013-0040,100.0,108.0
3345,I-1340,19901002-0085,100.0,90.0
3346,I-1341,19660630-0020,260.0,275.0
3347,I-1341,19790708-0041,120.0,110.0
3348,I-1341,19930709-0100,140.0,158.0
3349,I-1342,19690513-0015,260.0,253.0
3350,I-1342,19781217-0053,120.0,128.0
3351,I-1343,19610623-0005,260.0,246.0
3352,I-1343,19780424-0057,140.0,147.0
3353,I-1344,19610620-0006,280.0,274.0
3354,I-1344,19790618-0048,100.0,104.0
3355,I-1345,19580218-0007,280.0,283.0
3356,I-1345,19760524-0046,140.0,121.0
3357,I-1345,19910327-0096,100.0,84.0
3358,I-1346,19610918-0027,240.0,233.0
3359,I-1346,19781125-0031,100.0,92.0
3360,I-1346,19931203-0066,100.0,105.0
3361,I-1347,19611219-0014,280.0,298.0
3362,I-1347,19750722-0060,120.0,134.0
3363,I-1347,19900211-0140,100.0,86.0
3364,I-1348,19680712-0028,240.0,234.0
3365,I-1348,19790717-0045,120.0,102.0
3366,I-1348,19920217-0098,120.0,123.0
3367,I-1349,19690408-0009,240.0,227.0
3368,I-1349,19761024-0034,100.0,118.0
3369,I-1349,19920602-0073,120.0,109.0
3370,I-1350,19640414-0013,260.0,240.0
3371,I-1350,19780424-0057,120.0,139.0
3372,I-1351,19570828-0008,280.0,282.0
3373,I-1351,19780317-0052,120.0,117.0
3374,I-1352,19660630-0020,240.0,242.0
3375,I-1352,19770224-0058,100.0,90.0
3376,I-1352,19910327-0096,140.0,124.0
3377,I-1353,19580515-0017,240.0,254.0
3378,I-1353,19781130-0054,100.0,100.0
3379,I-1353,19910327-0096,140.0,123.0
3380,I-1354,19611219-0014,260.0,247.0
3381,I-1354,19761009-0055,100.0,84.0
3382,I-1354,19931203-0066,140.0,144.0
3383,I-1355,19601021-0018,240.0,255.0
3384,I-1355,19750705-0033,100.0,111.0
3385,I-1356,19580515-0017,280.0,279.0
3386,I-1356,19761024-0034,120.0,113.0
3387,I-1357,19610620-0006,240.0,235.0
3388,I-1357,19760524-0046,140.0,153.0
3389,I-1358,19610623-0005,240.0,240.0
3390,I-1358,19790708-0041,140.0,133.0
3391,I-1358,19911116-0069,100.0,110.0
3392,I-1359,19560812-0016,280.0,260.0
3393,I-1359,19750220-0037,120.0,116.0
3394,I-1360,19600529-0021,260.0,248.0
3395,I-1360,19781217-0053,100.0,100.0
3396,I-1361,19600814-0002,280.0,285.0
3397,I-1361,19790702-0038,100.0,86.0
3398,I-1362,19650303-0019,260.0,252.0
3399,I-1362,19761020-0044,100.0,99.0
3400,I-1362,19921201-0094,100.0,80.0
3401,I-1363,19610918-0027,240.0,228.0
3402,I-1363,19750331-0036,100.0,114.0
3403,I-1363,19910403-0103,140.0,121.0
3404,I-1364,19690917-0022,280.0,299.0
3405,I-1364,19750512-0043,100.0,96.0
3406,I-1365,19620831-0024,280.0,280.0
3407,I-1365,19750220-0037,140.0,135.0
3408,I-1366,19600814-0002,260.0,275.0
3409,I-1366,19751018-0039,100.0,90.0
3410,I-1367,19610918-0027,240.0,228.0
3411,I-1367,19790717-0045,120.0,125.0
3412,I-1367,19900119-0104,100.0,118.0
3413,I-1368,19690513-0015,240.0,230.0
3414,I-1368,19750722-0060,100.0,114.0
3415,I-1368,19901108-0087,140.0,139.0
3416,I-1369,19640414-0013,260.0,246.0
3417,I-1369,19750122-0056,100.0,112.0
3418,I-1370,19690917-0022,240.0,253.0
3419,I-1370,19771013-0040,140.0,121.0
3420,I-1370,19900818-0116,120.0,114.0
3421,I-1371,19570615-0011,240.0,227.0
3422,I-1371,19750705-0033,100.0,87.0
3423,I-1371,19921201-0094,140.0,136.0
3424,I-1372,19650303-0019,240.0,223.0
3425,I-1372,19750705-0033,100.0,100.0
3426,I-1372,19900902-0114,100.0,111.0
3427,I-1373,19590129-0004,260.0,248.0
3428,I-1373,19750102-0059,140.0,132.0
3429,I-1374,19560612-0010,260.0,279.0
3430,I-1374,19750722-0060,100.0,118.0
3431,I-1375,19660630-0020,260.0,257.0
3432,I-1375,19770224-0058,140.0,152.0
3433,I-1375,19921218-0101,100.0,95.0
3434,I-1376,19561222-0030,280.0,276.0
3435,I-1376,19750705-0033,100.0,101.0
3436,I-1377,19600905-0003,240.0,259.0
3437,I-1377,19761020-0044,140.0,126.0
3438,I-1377,19910514-0068,120.0,128.0
3439,I-1378,19590129-0004,280.0,298.0
3440,I-1378,19780424-0057,120.0,139.0
3441,I-1378,19900124-0064,120.0,137.0
3442,I-1379,19620424-0026,280.0,262.0
3443,I-1379,19750906-0032,140.0,135.0
3444,I-1380,19660630-0020,280.0,274.0
3445,I-1380,19790708-0041,120.0,103.0
3446,I-1381,19570828-0008,260.0,279.0
3447,I-1381,19780424-0057,100.0,107.0
3448,I-1381,19910514-0068,100.0,103.0
3449,I-1382,19690917-0022,280.0,291.0
3450,I-1382,19780424-0057,140.0,156.0
3451,I-1382,19900616-0124,120.0,104.0
3452,I-1383,19650303-0019,280.0,281.0
3453,I-1383,19770224-0058,140.0,152.0
3454,I-1384,19580218-0007,280.0,277.0
3455,I-1384,19780602-0035,120.0,118.0
3456,I-1385,19560705-0025,240.0,248.0
3457,I-1385,19750705-0033,120.0,113.0
3458,I-1385,19900723-0126,100.0,98.0
3459,I-1386,19560705-0025,240.0,239.0
3460,I-1386,19780424-0057,140.0,136.0
3461,I-1387,19660630-0020,260.0,280.0
3462,I-1387,19790717-0045,140.0,149.0
3463,I-1388,19640220-0029,260.0,272.0
3464,I-1388,19780602-0035,120.0,102.0
3465,I-1388,19900701-0113,120.0,131.0
3466,I-1389,19620522-0023,260.0,252.0
3467,I-1389,19780815-0047,120.0,116.0
3468,I-1390,19611219-0014,240.0,257.0
3469,I-1390,19750122-0056,140.0,142.0
3470,I-1390,19931212-0079,120.0,124.0
3471,I-1391,19570828-0008,260.0,277.0
3472,I-1391,19790426-0049,100.0,94.0
3473,I-1392,19570828-0008,260.0,251.0
3474,I-1392,19770713-0042,140.0,154.0
3475,I-1392,19900520-0063,140.0,143.0
3476,I-1393,19570615-0011,240.0,227.0
3477,I-1393,19781217-0053,120.0,132.0
3478,I-1393,19931212-0079,100.0,109.0
3479,I-1394,19590129-0004,260.0,241.0
3480,I-1394,19790618-0048,100.0,107.0
3481,I-1394,19910327-0096,140.0,147.0
3482,I-1395,19690513-0015,240.0,242.0
3483,I-1395,19750722-0060,140.0,152.0
3484,I-1395,19901011-0119,140.0,155.0
3485,I-1396,19640414-0013,240.0,252.0
3486,I-1396,19750122-0056,100.0,91.0
3487,I-1397,19650303-0019,280.0,265.0
3488,I-1397,19750417-0051,120.0,128.0
3489,I-1398,19680712-0028,260.0,245.0
3490,I-1398,19750722-0060,100.0,117.0
3491,I-1399,19610623-0005,240.0,223.0
3492,I-1399,19760524-0046,100.0,89.0
3493,I-1400,19630126-0001,240.0,233.0
3494,I-1400,19780602-0035,100.0,114.0
3495,I-1401,19561222-0030,280.0,260.0
3496,I-1401,19780317-0052,140.0,130.0
3497,I-1402,19570828-0008,260.0,263.0
3498,I-1402,19760108-0050,100.0,112.0
3499,I-1403,19680712-0028,260.0,279.0
3500,I-1403,19750331-0036,100.0,92.0
3501,I-1404,19610620-0006,260.0,270.0
3502,I-1404,19780815-0047,120.0,130.0
3503,I-1405,19640414-0013,240.0,259.0
3504,I-1405,19790618-0048,140.0,139.0
3505,I-1406,19560812-0016,240.0,257.0
3506,I-1406,19750705-0033,140.0,129.0
3507,I-1407,19611219-0014,260.0,257.0
3508,I-1407,19781130-0054,100.0,120.0
3509,I-1407,19931226-0118,100.0,97.0
3510,I-1408,19620424-0026,240.0,260.0
3511,I-1408,19760108-0050,120.0,129.0
3512,I-1409,19620424-0026,260.0,254.0
3513,I-1409,19750906-0032,140.0,153.0
3514,I-1410,19610620-0006,260.0,241.0
3515,I-1410,19761009-0055,140.0,132.0
3516,I-1411,19561222-0030,280.0,266.0
3517,I-1411,19770713-0042,120.0,116.0
3518,I-1412,19640220-0029,280.0,266.0
3519,I-1412,19771013-0040,120.0,134.0
3520,I-1412,19901219-0125,140.0,124.0
3521,I-1413,19610620-0006,240.0,222.0
3522,I-1413,19750512-0043,100.0,99.0
3523,I-1414,19570615-0011,240.0,225.0
3524,I-1414,19750122-0056,120.0,102.0
3525,I-1415,19690513-0015,240.0,255.0
3526,I-1415,19790618-0048,100.0,110.0
3527,I-1415,19900317-0083,100.0,106.0
3528,I-1416,19600905-0003,240.0,242.0
3529,I-1416,19751018-0039,120.0,118.0
3530,I-1416,19920917-0109,120.0,103.0
3531,I-1417,19570828-0008,240.0,248.0
3532,I-1417,19750417-0051,120.0,118.0
3533,I-1417,19901219-0125,100.0,118.0
3534,I-1418,19600814-0002,240.0,247.0
3535,I-1418,19750331-0036,120.0,107.0
3536,I-1418,19931226-0118,140.0,141.0
3537,I-1419,19620831-0024,280.0,298.0
3538,I-1419,19760108-0050,100.0,101.0
3539,I-1419,19930326-0132,100.0,80.0
3540,I-1420,19611219-0014,280.0,284.0
3541,I-1420,19781125-0031,120.0,130.0
3542,I-1421,19680712-0028,240.0,221.0
3543,I-1421,19770224-0058,100.0,80.0
3544,I-1421,19921218-0101,100.0,114.0
3545,I-1422,19570615-0011,280.0,283.0
3546,I-1422,19750906-0032,100.0,82.0
3547,I-1423,19601021-0018,260.0,252.0
3548,I-1423,19761024-0034,100.0,82.0
3549,I-1424,19590129-0004,280.0,300.0
3550,I-1424,19790702-0038,140.0,133.0
3551,I-1424,19910822-0122,120.0,121.0
3552,I-1425,19570615-0011,260.0,254.0
3553,I-1425,19750705-0033,140.0,146.0
3554,I-1426,19600905-0003,260.0,259.0
3555,I-1426,19761009-0055,120.0,133.0
3556,I-1426,19900317-0083,120.0,103.0
3557,I-1427,19620424-0026,240.0,256.0
3558,I-1427,19751018-0039,140.0,147.0
3559,I-1428,19600814-0002,280.0,285.0
3560,I-1428,19761020-0044,100.0,111.0
3561,I-1428,19921208-0097,100.0,104.0
3562,I-1429,19570828-0008,260.0,261.0
3563,I-1429,19750122-0056,120.0,134.0
3564,I-1429,19900430-0112,100.0,90.0
3565,I-1430,19600905-0003,260.0,245.0
3566,I-1430,19770713-0042,120.0,111.0
3567,I-1431,19620831-0024,260.0,266.0
3568,I-1431,19760524-0046,140.0,157.0
3569,I-1432,19560812-0016,280.0,293.0
3570,I-1432,19750220-0037,100.0,90.0
3571,I-1432,19921201-0094,140.0,150.0
3572,I-1433,19640220-0029,240.0,254.0
3573,I-1433,19761024-0034,120.0,107.0
3574,I-1434,19610623-0005,280.0,270.0
3575,I-1434,19750122-0056,100.0,86.0
3576,I-1435,19601021-0018,280.0,266.0
3577,I-1435,19761024-0034,120.0,121.0
3578,I-1436,19690513-0015,280.0,287.0
3579,I-1436,19790426-0049,120.0,106.0
3580,I-1436,19921208-0097,140.0,123.0
3581,I-1437,19650303-0019,280.0,281.0
3582,I-1437,19790426-0049,100.0,108.0
3583,I-1437,19911116-0069,100.0,104.0
3584,I-1438,19600905-0003,260.0,259.0
3585,I-1438,19781130-0054,140.0,157.0
3586,I-1438,19910820-0078,100.0,93.0
3587,I-1439,19600814-0002,280.0,261.0
3588,I-1439,19750722-0060,120.0,128.0
3589,I-1440,19690917-0022,240.0,257.0
3590,I-1440,19750705-0033,140.0,129.0
3591,I-1440,19920828-0070,120.0,134.0
3592,I-1441,19600814-0002,260.0,254.0
3593,I-1441,19750122-0056,120.0,110.0
3594,I-1441,19930508-0061,100.0,94.0
3595,I-1442,19600814-0002,260.0,252.0
3596,I-1442,19750102-0059,140.0,159.0
3597,I-1443,19610623-0005,240.0,237.0
3598,I-1443,19751018-0039,120.0,110.0
3599,I-1443,19930919-0137,100.0,104.0
3600,I-1444,19570828-0008,280.0,263.0
3601,I-1444,19780815-0047,100.0,92.0
