RegistrationID,Course Instance,Student id,Status,Grade
671,I-1184,19861015-0085,completed,5.0
672,I-1195,19861015-0085,completed,5.0
673,I-5171,19861015-0085,completed,3.0
674,I-4530,19861015-0085,completed,4.0
675,I-3687,19861015-0085,completed,4.0
676,I-4405,19870304-0086,completed,3.0
677,I-4839,19870304-0086,completed,4.0
678,I-3,19870304-0086,completed,3.0
679,I-4407,19870304-0086,completed,3.0
680,I-2434,19870304-0086,completed,5.0
681,I-3881,19870304-0086,completed,5.0
682,I-3990,19870304-0086,completed,5.0
683,I-3264,19870304-0086,completed,5.0
684,I-4522,19870304-0086,completed,3.0
685,I-3372,19870304-0086,completed,5.0
686,I-4744,19870304-0086,completed,4.0
687,I-5052,19870304-0086,completed,5.0
688,I-3260,19870901-0087,completed,3.0
689,I-3261,19870901-0087,completed,3.0
690,I-3262,19870901-0087,completed,5.0
691,I-5361,19870901-0087,completed,5.0
692,I-4936,19870813-0088,completed,5.0
693,I-2120,19870813-0088,completed,3.0
694,I-2957,19870813-0088,completed,4.0
695,I-2119,19870813-0088,completed,4.0
696,I-2337,19871013-0089,completed,3.0
697,I-2748,19871013-0089,completed,4.0
698,I-3773,19871013-0089,completed,3.0
699,I-1799,19871013-0089,completed,3.0
700,I-756,19871013-0089,completed,4.0
701,I-1173,19871013-0089,completed,5.0
702,I-1913,19871013-0089,completed,4.0
703,I-2646,19871013-0089,completed,4.0
704,I-4422,19871013-0089,completed,5.0
705,I-3271,19871013-0089,completed,3.0
706,I-2025,19871013-0089,completed,5.0
707,I-2878,19871013-0089,completed,4.0
708,I-2138,19871013-0089,completed,3.0
709,I-2142,19871013-0089,completed,4.0
710,I-2144,19871013-0089,completed,4.0
711,I-543,19881120-0090,completed,3.0
712,I-4629,19881120-0090,completed,5.0
713,I-4630,19881120-0090,completed,5.0
714,I-3577,19881120-0090,completed,5.0
715,I-5069,19881120-0090,completed,5.0
716,I-4750,19881120-0090,completed,5.0
717,I-2563,19881120-0090,completed,3.0
718,I-4748,19881120-0090,completed,3.0
719,I-27,19881120-0090,completed,3.0
720,I-4752,19881120-0090,completed,3.0
721,I-1294,19881120-0090,completed,4.0
722,I-2565,19881120-0090,completed,4.0
723,I-3905,19881120-0090,completed,3.0
724,I-5077,19881120-0090,completed,4.0
725,I-4865,19881120-0090,completed,4.0
726,I-3999,19870209-0091,completed,3.0
727,I-5373,19870209-0091,completed,4.0
728,I-4633,19870209-0091,completed,4.0
729,I-5162,19870209-0091,completed,5.0
730,I-4425,19870209-0091,completed,3.0
731,I-1930,19870209-0091,completed,5.0
732,I-4426,19870209-0091,completed,3.0
733,I-4427,19870209-0091,completed,5.0
734,I-1823,19870209-0091,completed,5.0
735,I-4543,19870209-0091,completed,3.0
736,I-4544,19870209-0091,completed,3.0
737,I-4546,19870209-0091,completed,5.0
738,I-3158,19870921-0092,completed,5.0
739,I-3159,19870921-0092,completed,5.0
740,I-3163,19870921-0092,completed,5.0
741,I-3162,19870921-0092,completed,3.0
742,I-3267,19870921-0092,completed,4.0
743,I-3268,19870921-0092,completed,4.0
744,I-3269,19870921-0092,completed,5.0
745,I-3270,19870921-0092,completed,5.0
746,I-1280,19890202-0093,completed,5.0
747,I-1281,19890202-0093,completed,4.0
748,I-1182,19890202-0093,completed,4.0
749,I-5165,19890202-0093,completed,3.0
750,I-4109,19890202-0093,completed,3.0
751,I-1606,19890202-0093,completed,5.0
752,I-1286,19890202-0093,completed,5.0
753,I-1288,19890202-0093,completed,3.0
754,I-1289,19890202-0093,completed,3.0
755,I-1285,19890202-0093,completed,4.0
756,I-1401,19890202-0093,completed,3.0
757,I-4322,19890202-0093,completed,3.0
758,I-1406,19890202-0093,completed,3.0
759,I-1409,19890202-0093,completed,4.0
760,I-3279,19860321-0097,completed,3.0
761,I-2657,19860321-0097,completed,3.0
762,I-2035,19860321-0097,completed,5.0
763,I-2660,19860321-0097,completed,4.0
764,I-976,19860321-0097,completed,5.0
765,I-2980,19860321-0097,completed,5.0
766,I-3080,19860321-0097,completed,3.0
767,I-2662,19860321-0097,completed,5.0
768,I-2661,19860321-0097,completed,5.0
769,I-2570,19860321-0097,completed,5.0
770,I-781,19860321-0097,completed,3.0
771,I-2261,19860321-0097,completed,4.0
772,I-4131,19860321-0097,completed,3.0
773,I-2776,19860321-0097,completed,4.0
774,I-2779,19860321-0097,completed,4.0
775,I-5181,19860321-0097,completed,3.0
776,I-1206,19860321-0097,completed,4.0
777,I-2784,19860321-0097,completed,3.0
778,I-5,19871128-0099,completed,4.0
779,I-3161,19871128-0099,completed,3.0
780,I-5359,19871128-0099,completed,5.0
781,I-5366,19871128-0099,completed,5.0
782,I-2655,19790702-0038,completed,3.0
783,I-3580,19790702-0038,completed,5.0
784,I-326,19790702-0038,completed,4.0
785,I-5467,19790702-0038,completed,3.0
786,I-25,19790702-0038,completed,5.0
787,I-442,19790702-0038,completed,5.0
788,I-443,19790702-0038,completed,4.0
789,I-444,19790702-0038,completed,4.0
790,I-4544,19790702-0038,completed,5.0
791,I-563,19790702-0038,completed,3.0
792,I-1093,19790702-0038,completed,4.0
793,I-680,19790702-0038,completed,5.0
794,I-3670,19790717-0045,completed,5.0
795,I-3671,19790717-0045,completed,3.0
796,I-3672,19790717-0045,completed,3.0
797,I-3673,19790717-0045,completed,4.0
798,I-4092,19780815-0047,completed,3.0
799,I-4094,19780815-0047,completed,3.0
800,I-4096,19780815-0047,completed,4.0
801,I-642,19780815-0047,completed,4.0
802,I-4419,19780815-0047,completed,4.0
803,I-4209,19780815-0047,completed,3.0
804,I-2129,19780815-0047,completed,4.0
805,I-4212,19780815-0047,completed,5.0
806,I-3678,19780815-0047,completed,5.0
807,I-227,19780815-0047,completed,3.0
808,I-2971,19780815-0047,completed,5.0
809,I-5162,19780815-0047,completed,3.0
810,I-2430,19790426-0049,completed,5.0
811,I-3992,19790426-0049,completed,4.0
812,I-5152,19790426-0049,completed,4.0
813,I-4736,19790426-0049,completed,4.0
814,I-2547,19790426-0049,completed,4.0
815,I-2548,19790426-0049,completed,4.0
816,I-2549,19790426-0049,completed,4.0
817,I-2550,19790426-0049,completed,3.0
818,I-1174,19780317-0052,completed,4.0
819,I-2637,19780317-0052,completed,5.0
820,I-3264,19780317-0052,completed,4.0
821,I-2644,19780317-0052,completed,4.0
822,I-2233,19780317-0052,completed,4.0
823,I-2757,19780317-0052,completed,4.0
824,I-22,19780317-0052,completed,5.0
825,I-3070,19780317-0052,completed,4.0
826,I-3377,19781130-0054,completed,3.0
827,I-1916,19781130-0054,completed,5.0
828,I-2975,19781130-0054,completed,4.0
829,I-2445,19781130-0054,completed,5.0
830,I-2555,19781130-0054,completed,4.0
831,I-2556,19781130-0054,completed,3.0
832,I-2557,19781130-0054,completed,4.0
833,I-4959,19781130-0054,completed,4.0
834,I-4097,19761009-0055,completed,5.0
835,I-3162,19761009-0055,completed,3.0
836,I-432,19761009-0055,completed,5.0
837,I-430,19761009-0055,completed,3.0
838,I-539,19761009-0055,completed,4.0
839,I-2132,19761009-0055,completed,4.0
840,I-541,19761009-0055,completed,4.0
841,I-542,19761009-0055,completed,3.0
842,I-4729,19750122-0056,completed,5.0
843,I-425,19750122-0056,completed,5.0
844,I-3,19750122-0056,completed,3.0
845,I-3779,19750122-0056,completed,4.0
846,I-3994,19770224-0058,completed,5.0
847,I-1274,19770224-0058,completed,3.0
848,I-5152,19770224-0058,completed,5.0
849,I-1278,19770224-0058,completed,5.0
850,I-1391,19770224-0058,completed,5.0
851,I-2870,19770224-0058,completed,4.0
852,I-1397,19770224-0058,completed,3.0
853,I-3810,19970308-0000,not started,
854,I-4245,19970308-0000,completed,4.0
855,I-3814,19970308-0000,registered,
856,I-3196,19970308-0000,registered,
857,I-3923,19970308-0000,registered,
858,I-3927,19970308-0000,withdrawn,
859,I-586,19970308-0000,registered,
860,I-584,19970308-0000,registered,
861,I-4043,19970308-0000,not started,
862,I-4685,19970308-0000,withdrawn,
863,I-4047,19970308-0000,withdrawn,
864,I-2913,19970308-0000,registered,
865,I-343,19960213-0001,completed,3.0
866,I-344,19960213-0001,withdrawn,
867,I-140,19960213-0001,not started,
868,I-345,19960213-0001,not started,
869,I-4865,19960213-0001,registered,
870,I-352,19960213-0001,withdrawn,
871,I-5472,19960213-0001,withdrawn,
872,I-148,19960213-0001,not started,
873,I-461,19960213-0001,withdrawn,
874,I-1727,19960213-0001,not started,
875,I-5474,19960213-0001,not started,
876,I-1540,19960213-0001,completed,3.0
877,I-4989,19960213-0001,registered,
878,I-264,19960213-0001,not started,
879,I-1743,19960213-0001,completed,3.0
880,I-1438,19960213-0001,not started,
881,I-4563,19960213-0001,withdrawn,
882,I-3925,19960213-0001,not started,
883,I-589,19960213-0001,withdrawn,
884,I-4879,19960213-0001,withdrawn,
885,I-1009,19960328-0002,not started,
886,I-1010,19960328-0002,registered,
887,I-1011,19960328-0002,completed,5.0
888,I-1012,19960328-0002,not started,
889,I-2186,19960328-0002,withdrawn,
890,I-1133,19960328-0002,completed,3.0
891,I-1132,19960328-0002,registered,
892,I-1134,19960328-0002,completed,5.0
893,I-3643,19960328-0002,completed,3.0
894,I-1248,19960328-0002,registered,
895,I-1247,19960328-0002,withdrawn,
896,I-3334,19960328-0002,registered,
897,I-1246,19960328-0002,registered,
898,I-1251,19960328-0002,registered,
899,I-5328,19960328-0002,not started,
900,I-2826,19960328-0002,not started,
901,I-1252,19960328-0002,registered,
902,I-718,19980905-0003,withdrawn,
903,I-5128,19980905-0003,not started,
904,I-194,19980905-0003,registered,
905,I-2307,19980905-0003,withdrawn,
906,I-836,19980905-0003,completed,5.0
907,I-1362,19980905-0003,not started,
908,I-838,19980905-0003,completed,3.0
909,I-5134,19980905-0003,withdrawn,
910,I-944,19980905-0003,not started,
911,I-945,19980905-0003,not started,
912,I-949,19980905-0003,withdrawn,
913,I-5463,19980905-0003,registered,
914,I-947,19980905-0003,completed,4.0
915,I-5147,19980905-0003,not started,
916,I-3400,19970413-0004,completed,3.0
917,I-4766,19970413-0004,completed,3.0
918,I-3403,19970413-0004,not started,
919,I-3508,19970413-0004,completed,4.0
920,I-2170,19970413-0004,registered,
921,I-1006,19970413-0004,registered,
922,I-1534,19970413-0004,registered,
923,I-2802,19970413-0004,registered,
924,I-1561,19990816-0005,withdrawn,
925,I-1564,19990816-0005,registered,
926,I-3645,19990816-0005,registered,
927,I-1567,19990816-0005,completed,3.0
928,I-1669,19990816-0005,not started,
929,I-1670,19990816-0005,registered,
930,I-1671,19990816-0005,withdrawn,
931,I-5446,19990816-0005,completed,4.0
932,I-4185,19990816-0005,withdrawn,
933,I-4921,19990816-0005,withdrawn,
934,I-1675,19990816-0005,completed,3.0
935,I-1680,19990816-0005,registered,
936,I-1363,19990816-0005,registered,
937,I-1679,19990816-0005,completed,3.0
938,I-5003,19990626-0006,not started,
939,I-5319,19990626-0006,not started,
940,I-5320,19990626-0006,withdrawn,
941,I-5321,19990626-0006,not started,
942,I-5322,19990626-0006,not started,
943,I-4483,19990626-0006,withdrawn,
944,I-3124,19990626-0006,completed,5.0
945,I-5324,19990626-0006,registered,
946,I-5325,19990626-0006,registered,
947,I-5436,19990626-0006,registered,
948,I-5437,19990626-0006,withdrawn,
949,I-2510,19990626-0006,registered,
950,I-5439,19990626-0006,not started,
951,I-377,19950304-0007,withdrawn,
952,I-4354,19950304-0007,withdrawn,
953,I-4355,19950304-0007,withdrawn,
954,I-4362,19950304-0007,not started,
955,I-4476,19950304-0007,completed,3.0
956,I-4477,19950304-0007,completed,4.0
957,I-4478,19950304-0007,registered,
958,I-4479,19950304-0007,registered,
959,I-1355,19950304-0007,not started,
960,I-2303,19950304-0007,completed,3.0
961,I-726,19950304-0007,not started,
962,I-4597,19950304-0007,completed,3.0
963,I-2168,19991025-0008,not started,
964,I-2386,19991025-0008,registered,
965,I-2274,19991025-0008,not started,
966,I-1435,19991025-0008,not started,
967,I-2276,19991025-0008,registered,
968,I-2277,19991025-0008,registered,
969,I-2691,19991025-0008,not started,
970,I-2280,19991025-0008,completed,5.0
971,I-3926,19991025-0008,completed,3.0
972,I-5095,19991025-0008,withdrawn,
973,I-4361,19991025-0008,not started,
974,I-3313,19991025-0008,withdrawn,
975,I-2395,19991025-0008,withdrawn,
976,I-2391,19991025-0008,withdrawn,
977,I-2912,19950606-0009,completed,3.0
978,I-2915,19950606-0009,completed,5.0
979,I-4045,19950606-0009,withdrawn,
980,I-2916,19950606-0009,completed,4.0
981,I-5418,19950606-0009,registered,
982,I-4887,19950606-0009,completed,4.0
983,I-3119,19950606-0009,withdrawn,
984,I-3319,19950606-0009,completed,5.0
985,I-2920,19950606-0009,withdrawn,
986,I-71,19950606-0009,registered,
987,I-3023,19950606-0009,not started,
988,I-4904,19950606-0009,not started,
989,I-1348,19950606-0009,not started,
990,I-714,19950606-0009,withdrawn,
991,I-395,19951026-0010,registered,
992,I-396,19951026-0010,completed,4.0
993,I-1143,19951026-0010,completed,3.0
994,I-192,19951026-0010,completed,3.0
995,I-2935,19951026-0010,completed,5.0
996,I-403,19951026-0010,registered,
997,I-5526,19951026-0010,not started,
998,I-402,19951026-0010,not started,
999,I-5503,19951026-0010,not started,
1000,I-401,19951026-0010,not started,
1001,I-5482,19951026-0010,not started,
1002,I-2621,19951026-0010,not started,
1003,I-4072,19951026-0010,completed,3.0
1004,I-515,19951026-0010,not started,
1005,I-516,19951026-0010,registered,
1006,I-1380,19951026-0010,registered,
1007,I-631,19951026-0010,not started,
1008,I-632,19951026-0010,registered,
1009,I-639,19951026-0010,registered,
1010,I-3023,19990305-0011,registered,
1011,I-2713,19990305-0011,not started,
1012,I-818,19990305-0011,withdrawn,
1013,I-2715,19990305-0011,registered,
1014,I-2822,19990305-0011,registered,
1015,I-1570,19990305-0011,registered,
1016,I-2308,19990305-0011,completed,4.0
1017,I-4385,19990305-0011,registered,
1018,I-3431,19970727-0012,registered,
1019,I-3434,19970727-0012,completed,5.0
1020,I-3435,19970727-0012,not started,
1021,I-3437,19970727-0012,withdrawn,
1022,I-4383,19970727-0012,not started,
1023,I-3034,19970727-0012,completed,3.0
1024,I-3538,19970727-0012,withdrawn,
1025,I-3540,19970727-0012,completed,3.0
1026,I-5297,19990219-0013,withdrawn,
1027,I-687,19990219-0013,withdrawn,
1028,I-690,19990219-0013,withdrawn,
1029,I-688,19990219-0013,not started,
1030,I-796,19990219-0013,not started,
1031,I-799,19990219-0013,withdrawn,
1032,I-370,19990219-0013,not started,
1033,I-801,19990219-0013,completed,3.0
1034,I-2808,19990219-0013,withdrawn,
1035,I-3430,19990219-0013,not started,
1036,I-4255,19990219-0013,not started,
1037,I-4154,19990219-0013,completed,3.0
1038,I-4965,19970318-0014,withdrawn,
1039,I-1416,19970318-0014,withdrawn,
1040,I-3089,19970318-0014,withdrawn,
1041,I-883,19970318-0014,registered,
1042,I-4243,19970318-0014,withdrawn,
1043,I-3199,19970318-0014,completed,4.0
1044,I-2376,19970318-0014,registered,
1045,I-3812,19970318-0014,completed,3.0
1046,I-1848,19970318-0014,withdrawn,
1047,I-3306,19970318-0014,withdrawn,
1048,I-3926,19970318-0014,not started,
1049,I-5093,19970318-0014,completed,5.0
1050,I-1514,19970109-0015,withdrawn,
1051,I-991,19970109-0015,registered,
1052,I-1516,19970109-0015,completed,4.0
1053,I-2041,19970109-0015,withdrawn,
1054,I-3608,19970109-0015,withdrawn,
1055,I-2677,19970109-0015,registered,
1056,I-4243,19970109-0015,registered,
1057,I-3510,19970109-0015,not started,
1058,I-2883,19950717-0016,registered,
1059,I-2884,19950717-0016,not started,
1060,I-143,19950717-0016,not started,
1061,I-2891,19950717-0016,not started,
1062,I-1309,19950717-0016,not started,
1063,I-2997,19950717-0016,registered,
1064,I-2901,19950717-0016,not started,
1065,I-4139,19950717-0016,completed,4.0
1066,I-1966,19990705-0017,withdrawn,
1067,I-2922,19990705-0017,withdrawn,
1068,I-3622,19990705-0017,withdrawn,
1069,I-3624,19990705-0017,completed,3.0
1070,I-3625,19990705-0017,completed,3.0
1071,I-2598,19990705-0017,completed,5.0
1072,I-1547,19990705-0017,withdrawn,
1073,I-3628,19990705-0017,registered,
1074,I-2912,19990705-0017,completed,3.0
1075,I-3737,19990705-0017,completed,4.0
1076,I-3738,19990705-0017,withdrawn,
1077,I-3331,19990705-0017,withdrawn,
1078,I-5009,19990705-0017,withdrawn,
1079,I-4669,19971007-0018,registered,
1080,I-3511,19971007-0018,registered,
1081,I-4671,19971007-0018,not started,
1082,I-4676,19971007-0018,registered,
1083,I-4786,19971007-0018,withdrawn,
1084,I-172,19971007-0018,not started,
1085,I-4789,19971007-0018,registered,
1086,I-4792,19971007-0018,registered,
1087,I-4896,19971007-0018,withdrawn,
1088,I-2089,19971007-0018,registered,
1089,I-4897,19971007-0018,withdrawn,
1090,I-4899,19971007-0018,not started,
1091,I-3502,19990124-0019,not started,
1092,I-4454,19990124-0019,registered,
1093,I-2678,19990124-0019,completed,5.0
1094,I-2684,19990124-0019,completed,4.0
1095,I-2794,19990124-0019,not started,
1096,I-2795,19990124-0019,completed,4.0
1097,I-2800,19990124-0019,completed,5.0
1098,I-2796,19990124-0019,completed,3.0
1099,I-1226,19990124-0019,withdrawn,
1100,I-2799,19990124-0019,completed,5.0
1101,I-5201,19990124-0019,withdrawn,
1102,I-2802,19990124-0019,registered,
1103,I-2801,19990124-0019,completed,3.0
1104,I-2803,19990124-0019,not started,
1105,I-4124,19990831-0020,registered,
1106,I-2565,19990831-0020,withdrawn,
1107,I-4126,19990831-0020,withdrawn,
1108,I-985,19990831-0020,registered,
1109,I-4237,19990831-0020,registered,
1110,I-4238,19990831-0020,withdrawn,
1111,I-2896,19990831-0020,registered,
1112,I-2166,19990831-0020,withdrawn,
1113,I-3848,19971122-0021,registered,
1114,I-3849,19971122-0021,withdrawn,
1115,I-1667,19971122-0021,not started,
1116,I-3851,19971122-0021,completed,5.0
1117,I-2937,19971122-0021,withdrawn,
1118,I-3856,19971122-0021,withdrawn,
1119,I-3857,19971122-0021,not started,
1120,I-1562,19971122-0021,completed,4.0
1121,I-3858,19971122-0021,withdrawn,
1122,I-5242,19971122-0021,not started,
1123,I-3966,19971122-0021,registered,
1124,I-3859,19971122-0021,completed,5.0
1125,I-4714,19971122-0021,withdrawn,
1126,I-4081,19971122-0021,not started,
1127,I-4291,19971122-0021,withdrawn,
1128,I-4083,19971122-0021,registered,
1129,I-4085,19971122-0021,not started,
1130,I-4086,19971122-0021,withdrawn,
1131,I-1483,19971122-0021,withdrawn,
1132,I-4087,19971122-0021,registered,
1133,I-4088,19971122-0021,withdrawn,
1134,I-2630,19971122-0021,registered,
1135,I-3087,19980414-0022,withdrawn,
1136,I-4966,19980414-0022,completed,3.0
1137,I-3599,19980414-0022,withdrawn,
1138,I-2668,19980414-0022,completed,4.0
1139,I-2460,19980414-0022,not started,
1140,I-3592,19980414-0022,withdrawn,
1141,I-4971,19980414-0022,completed,4.0
1142,I-4970,19980414-0022,not started,
1143,I-5080,19980414-0022,not started,
1144,I-5081,19980414-0022,registered,
1145,I-5195,19980414-0022,registered,
1146,I-5083,19980414-0022,completed,4.0
1147,I-363,19980414-0022,completed,5.0
1148,I-5200,19980414-0022,registered,
1149,I-2380,19980414-0022,completed,5.0
1150,I-1117,19980414-0022,not started,
1151,I-3292,19980609-0023,registered,
1152,I-2884,19980609-0023,withdrawn,
1153,I-2885,19980609-0023,registered,
1154,I-253,19980609-0023,not started,
1155,I-1309,19980609-0023,not started,
1156,I-1317,19980609-0023,not started,
1157,I-2999,19980609-0023,completed,5.0
1158,I-3000,19980609-0023,withdrawn,
1159,I-3292,19980212-0024,withdrawn,
1160,I-2884,19980212-0024,completed,3.0
1161,I-5285,19980212-0024,not started,
1162,I-5284,19980212-0024,not started,
1163,I-2678,19980212-0024,withdrawn,
1164,I-153,19980212-0024,registered,
1165,I-2998,19980212-0024,withdrawn,
1166,I-4556,19980212-0024,not started,
1167,I-3097,19990805-0025,withdrawn,
1168,I-3099,19990805-0025,registered,
1169,I-4343,19990805-0025,completed,3.0
1170,I-3103,19990805-0025,registered,
1171,I-1112,19990805-0025,completed,5.0
1172,I-3206,19990805-0025,completed,4.0
1173,I-3207,19990805-0025,completed,3.0
1174,I-3208,19990805-0025,completed,3.0
1175,I-1756,19990805-0025,registered,
1176,I-906,19990805-0025,not started,
1177,I-2078,19990805-0025,registered,
1178,I-3428,19990805-0025,withdrawn,
1179,I-4124,19970609-0026,completed,5.0
1180,I-684,19970609-0026,registered,
1181,I-2565,19970609-0026,not started,
1182,I-3808,19970609-0026,completed,5.0
1183,I-44,19970609-0026,not started,
1184,I-4238,19970609-0026,withdrawn,
1185,I-5084,19970609-0026,withdrawn,
1186,I-4877,19970609-0026,completed,3.0
1187,I-3087,19951123-0027,registered,
1188,I-4966,19951123-0027,not started,
1189,I-2668,19951123-0027,completed,5.0
1190,I-3599,19951123-0027,not started,
1191,I-2460,19951123-0027,completed,3.0
1192,I-2567,19951123-0027,withdrawn,
1193,I-4970,19951123-0027,completed,3.0
1194,I-4973,19951123-0027,withdrawn,
1195,I-5080,19951123-0027,withdrawn,
1196,I-5081,19951123-0027,registered,
1197,I-5082,19951123-0027,not started,
1198,I-5083,19951123-0027,not started,
1199,I-1956,19951123-0027,not started,
1200,I-5200,19951123-0027,not started,
1201,I-2797,19951123-0027,completed,3.0
1202,I-5202,19951123-0027,withdrawn,
1203,I-4571,19960701-0028,withdrawn,
1204,I-4255,19960701-0028,not started,
1205,I-3423,19960701-0028,not started,
1206,I-1543,19960701-0028,not started,
1207,I-1459,19960701-0028,withdrawn,
1208,I-2400,19960701-0028,withdrawn,
1209,I-1657,19960701-0028,withdrawn,
1210,I-1659,19960701-0028,registered,
1211,I-1658,19960701-0028,registered,
1212,I-1655,19960701-0028,completed,5.0
1213,I-4124,19960220-0029,not started,
1214,I-684,19960220-0029,registered,
1215,I-4130,19960220-0029,completed,4.0
1216,I-352,19960220-0029,withdrawn,
1217,I-254,19960220-0029,not started,
1218,I-4238,19960220-0029,withdrawn,
1219,I-2896,19960220-0029,not started,
1220,I-2166,19960220-0029,registered,
1221,I-3131,19990211-0030,completed,5.0
1222,I-614,19990211-0030,withdrawn,
1223,I-3133,19990211-0030,not started,
1224,I-2508,19990211-0030,withdrawn,
1225,I-3970,19990211-0030,not started,
1226,I-4389,19990211-0030,completed,3.0
1227,I-3242,19990211-0030,completed,5.0
1228,I-3243,19990211-0030,withdrawn,
1229,I-3354,19990211-0030,not started,
1230,I-3355,19990211-0030,completed,3.0
1231,I-3356,19990211-0030,not started,
1232,I-1053,19990211-0030,not started,
1233,I-2699,19961018-0031,completed,5.0
1234,I-2700,19961018-0031,completed,5.0
1235,I-2069,19961018-0031,completed,4.0
1236,I-1449,19961018-0031,registered,
1237,I-3020,19961018-0031,registered,
1238,I-1125,19961018-0031,completed,3.0
1239,I-5423,19961018-0031,withdrawn,
1240,I-2175,19961018-0031,registered,
1241,I-280,19961018-0031,withdrawn,
1242,I-1750,19961018-0031,completed,3.0
1243,I-2190,19961018-0031,withdrawn,
1244,I-2814,19961018-0031,not started,
1245,I-5221,19961018-0031,completed,4.0
1246,I-3842,19961018-0031,completed,3.0
1247,I-267,19960307-0032,registered,
1248,I-585,19960307-0032,withdrawn,
1249,I-3611,19960307-0032,completed,3.0
1250,I-2481,19960307-0032,not started,
1251,I-1635,19960307-0032,registered,
1252,I-2483,19960307-0032,completed,3.0
1253,I-3005,19960307-0032,not started,
1254,I-1322,19960307-0032,completed,3.0
1255,I-2591,19960307-0032,withdrawn,
1256,I-1851,19960307-0032,completed,4.0
1257,I-2804,19960307-0032,registered,
1258,I-3732,19960307-0032,withdrawn,
1259,I-5017,19960822-0033,withdrawn,
1260,I-4917,19960822-0033,completed,4.0
1261,I-3132,19960822-0033,withdrawn,
1262,I-3038,19960822-0033,registered,
1263,I-4288,19960822-0033,completed,3.0
1264,I-1472,19960822-0033,not started,
1265,I-5130,19960822-0033,withdrawn,
1266,I-1886,19960822-0033,not started,
1267,I-2828,19961012-0034,registered,
1268,I-2931,19961012-0034,not started,
1269,I-2934,19961012-0034,not started,
1270,I-1774,19961012-0034,withdrawn,
1271,I-3042,19961012-0034,not started,
1272,I-1881,19961012-0034,withdrawn,
1273,I-3048,19961012-0034,withdrawn,
1274,I-3043,19961012-0034,not started,
1275,I-1931,19960610-0035,withdrawn,
1276,I-4866,19960610-0035,not started,
1277,I-142,19960610-0035,registered,
1278,I-1934,19960610-0035,completed,4.0
1279,I-4975,19960610-0035,withdrawn,
1280,I-2049,19960610-0035,completed,5.0
1281,I-1424,19960610-0035,registered,
1282,I-2264,19960610-0035,withdrawn,
1283,I-3921,19960610-0035,withdrawn,
1284,I-2679,19960610-0035,completed,3.0
1285,I-2683,19960610-0035,completed,4.0
1286,I-2054,19960610-0035,withdrawn,
1287,I-2167,19960610-0035,registered,
1288,I-2168,19960610-0035,registered,
1289,I-2169,19960610-0035,registered,
1290,I-2687,19960610-0035,withdrawn,
1291,I-4367,19990302-0036,completed,3.0
1292,I-3840,19990302-0036,not started,
1293,I-75,19990302-0036,not started,
1294,I-606,19990302-0036,registered,
1295,I-4173,19990302-0036,not started,
1296,I-4275,19990302-0036,not started,
1297,I-4274,19990302-0036,registered,
1298,I-3234,19990302-0036,withdrawn,
1299,I-4669,19950801-0037,not started,
1300,I-4670,19950801-0037,not started,
1301,I-4671,19950801-0037,completed,4.0
1302,I-2279,19950801-0037,withdrawn,
1303,I-4157,19950801-0037,withdrawn,
1304,I-1645,19950801-0037,withdrawn,
1305,I-4790,19950801-0037,registered,
1306,I-4796,19950801-0037,withdrawn,
1307,I-4896,19950801-0037,completed,4.0
1308,I-2089,19950801-0037,registered,
1309,I-4900,19950801-0037,registered,
1310,I-4901,19950801-0037,not started,
1311,I-3131,19960222-0038,completed,5.0
1312,I-3134,19960222-0038,withdrawn,
1313,I-2727,19960222-0038,not started,
1314,I-2508,19960222-0038,not started,
1315,I-1157,19960222-0038,registered,
1316,I-3241,19960222-0038,withdrawn,
1317,I-3242,19960222-0038,completed,5.0
1318,I-5346,19960222-0038,registered,
1319,I-3150,19960222-0038,registered,
1320,I-3355,19960222-0038,registered,
1321,I-5032,19960222-0038,withdrawn,
1322,I-1482,19960222-0038,completed,4.0
1323,I-5462,19960222-0038,completed,4.0
1324,I-2840,19960222-0038,not started,
1325,I-4177,19960828-0039,registered,
1326,I-1766,19960828-0039,not started,
1327,I-5442,19960828-0039,completed,4.0
1328,I-5020,19960828-0039,not started,
1329,I-5341,19960828-0039,completed,5.0
1330,I-3045,19960828-0039,not started,
1331,I-1885,19960828-0039,completed,3.0
1332,I-1882,19960828-0039,not started,
1333,I-709,19960118-0040,withdrawn,
1334,I-710,19960118-0040,not started,
1335,I-1018,19960118-0040,registered,
1336,I-2292,19960118-0040,registered,
1337,I-4380,19960118-0040,completed,5.0
1338,I-2512,19960118-0040,registered,
1339,I-830,19960118-0040,registered,
1340,I-5020,19960118-0040,registered,
1341,I-828,19960118-0040,not started,
1342,I-835,19960118-0040,withdrawn,
1343,I-613,19960118-0040,not started,
1344,I-4174,19960118-0040,completed,4.0
1345,I-832,19960118-0040,not started,
1346,I-934,19960118-0040,withdrawn,
1347,I-1579,19960118-0040,not started,
1348,I-5338,19960118-0040,registered,
1349,I-937,19960118-0040,completed,5.0
1350,I-2361,19980206-0041,not started,
1351,I-4324,19980206-0041,not started,
1352,I-2044,19980206-0041,registered,
1353,I-1206,19980206-0041,registered,
1354,I-679,19980206-0041,withdrawn,
1355,I-676,19980206-0041,withdrawn,
1356,I-777,19980206-0041,not started,
1357,I-456,19980206-0041,registered,
1358,I-683,19980206-0041,withdrawn,
1359,I-5089,19980206-0041,registered,
